file	date	reporter	scope	title	symptom_key	still_reproducible	evidence	duplicate_of
20260817T083459.718050Z-7db6e75b8aa045deb6ac41c0cd71f875.md	2026-08-17T08:34:59.718050Z	research-deepseek-harness	/home/kesha/orchestra	bg_create run reports TIMEOUT killed while exact process group remains alive	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260817T104805.878115Z-461229d5efab4d19a3bcb5e1f2aa3052.md	2026-08-17T10:48:05.878115Z	kesha-tg-bot-orchestrator	/home/kesha/projects/kesha-tg-bot	spawn_worker delivery times out although worker starts running	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T112458.163446Z-1f5087b6d63e45ceb7c82cb962e038bc.md	2026-08-17T11:24:58.163446Z	kesha-tg-bot-orchestrator	/home/kesha/projects/kesha-tg-bot	Acceptance command cannot be corrected after merge gate reports not_found	acceptance_command_contract	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260816T210218.268487Z-467e4b3687e04c41920c84c7bc9f4f89.md
20260817T123108.416441Z-0b7a87dcfcdb476a8b24c96b9993f2b0.md	2026-08-17T12:31:08.416441Z	katya-work-orchestrator	/home/kesha/katya-work	change_worker_model rejects documented alias luna	change_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260817T123306.153963Z-c4ba4fd336714ccabff7b083475ac5bb.md	2026-08-17T12:33:06.153963Z	ai-table-lead	/home/kesha/projects/dnd-game-master	spawn_worker creates worker but initial task delivery times out	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T131417.187687Z-9aecb3c78823450fbc85d25d96d4103b.md	2026-08-17T13:14:17.187687Z	Orchestra-orchestrator	/home/kesha/orchestra	merge_worker timeout bytes/str crash recurred on pre-#309 live runtime	merge_timeout_bytes_str	no	evidence/current-main-checks.txt: merge_test_gate.py::_normalize_output decodes bytes	
20260817T140228.396558Z-244e5c3c61174700b3b3e14bbfe3f1d4.md	2026-08-17T14:02:28.396558Z	katya-work-orchestrator	/home/kesha/katya-work	spawn_worker returns ReadTimeout after worker starts (recurrence)	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T142706.924299Z-3ecb4356ac0d4d0282f6a217c9030871.md	2026-08-17T14:27:06.924299Z	katya-work-orchestrator	/home/kesha/katya-work	spawn_worker ReadTimeout after successful start (second task-5 recurrence)	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T153115.151485Z-0a80e3a7239a4cf2a7672c5b760c313e.md	2026-08-17T15:31:15.151485Z	Orchestra-orchestrator	/home/kesha/orchestra	merge_worker dead-ends valid broad task when mapped test count exceeds fixed cap	merge_test_cap	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260818T041747.409717Z-48d44a2a316a4d16a7ba4ce0b3f8cd19.md	2026-08-18T04:17:47.409717Z	dev-lead	/home/kesha/projects/seedon	change_worker_model применяет смену, но возвращает ReadTimeout с outcome_unknown	change_model_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260811T102223.634947Z-d845f830ed6e42ec9fced7a41c3330db.md
20260818T041904.478302Z-0efd9d447ce248a4b5457936db0a5711.md	2026-08-18T04:19:04.478302Z	dev-lead	/home/kesha/projects/seedon	Не доставленный initial task оставляет пустую history и блокирует смену Claude→C	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260818T153855.296090Z-198e7fe0497843bdb550c5c78cef3db4.md	2026-08-18T15:38:55.296090Z	unknown	/home/kesha/orchestra	После рестарта MCP-вызовы оркестратора падают Stream closed / ReadTimeout, HTTP 	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260819T040449.366849Z-71b731f88b044f739ad51a088f2bcc0f.md	2026-08-19T04:04:49.366849Z	seedon-orchestrator	/home/kesha/projects/seedon	Воркеры на Codex-runtime блокируются наглухо: quota 100% не даёт хода, change_wo	quota_gate	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260809T143605.598003Z-fe007ac907c14647b7c8dd2891398d99.md
20260820T162829.861832Z-917308c259e54101ac688ec2681d10e8.md	2026-08-20T16:28:29.861832Z	seedon-orchestrator	/home/kesha/projects/seedon	weekly_quota_blocked: Codex-квота блокирует ход Claude-воркера (Opus), spawn/sen	quota_gate	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260809T143605.598003Z-fe007ac907c14647b7c8dd2891398d99.md
20260823T104946.055703Z-852d7e1608b24f43a47ae79782bb1c5d.md	2026-08-23T10:49:46.055703Z	Claude-Code-Game-Master-orchestrator	/home/kesha/projects/dnd-game-master	send_message delivers task but returns outcome-unknown ReadTimeout after 30s	send_message_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260823T110039.269261Z-3810d8d380b740b18342735e1d68feb7.md	2026-08-23T11:00:39.269261Z	seedon-orchestrator	/home/kesha/projects/seedon	merge_worker hides structured conflict paths behind generic 'without an error de	merge_conflict_detail	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260823T113807.242155Z-fb062ed484aa4f008edfc8dfebbe3020.md	2026-08-23T11:38:07.242155Z	Orchestra-orchestrator	/home/kesha/orchestra	/api/sessions 304 sends body and crashes ASGI connection after response headers	sessions_304_protocol	no	evidence/current-main-checks.txt: routes/sessions.py emits empty Response(status_code=304)	
20260823T150617.028727Z-52a4449f3db84c089bcb142963a0c8ab.md	2026-08-23T15:06:17.028727Z	Orchestra-orchestrator	/home/kesha/orchestra	/api/restart leaves orchestra.socket backlog wedged; service active but all HTTP	restart_socket_backlog	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260823T150813.720060Z-2dd5238baf9c45a088f30cfe8aa17c82.md	2026-08-23T15:08:13.720060Z	katya-work-orchestrator	/home/kesha/katya-work	send_message to running worker times out after 30s with outcome unknown	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260823T150925.986831Z-a29cbff3a02643bfa8e1849ad65acbf6.md	2026-08-23T15:09:25.986831Z	seedon-orchestrator	/home/kesha/projects/seedon	Initial delivery marks pre-provider backend=None failure as DELIVERY_OUTCOME_UNK	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260823T160106.844818Z-63754c8aac2b49f1ab3abc82fcbe758c.md	2026-08-23T16:01:06.844818Z	Orchestra-orchestrator	/home/kesha/orchestra	secret_mask misses escaped MCP config argv; plaintext credentials persisted in t	secrets_argv_mask	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260816T090547.708704Z-1af71fae7df546a4a5b3b73e0d57b3f3.md
20260823T165832.129441Z-009edc9aae95400db0bdba8873ab034d.md	2026-08-23T16:58:32.129441Z	kesha-tg-bot-orchestrator	/home/kesha/projects/kesha-tg-bot	merge_worker требует исправить acceptance_command, но task_update не позволяет е	task_wrong_project	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260809T073626.497895Z-616bac64226c45c9a40b2534e9290246.md
20260823T180158.204256Z-d7ee48fa34594e48aef24ea83a9c1c31.md	2026-08-23T18:01:58.204256Z	katya-work-orchestrator	/home/kesha/katya-work	Task acceptance accepts shell syntax that merge executes as literal argv; expose	acceptance_command_contract	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260816T210218.268487Z-467e4b3687e04c41920c84c7bc9f4f89.md
20260823T181730.239199Z-307fcc4aa1d640f8b1a84fbefea3b8d8.md	2026-08-23T18:17:30.239199Z	fix-restart-socket	/home/kesha/orchestra	codex_review resume delivered two contradictory completion notifications	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260823T182113.276808Z-6097a95d00894edda4aca1c673a4414a.md	2026-08-23T18:21:13.276808Z	Orchestra-orchestrator	/home/kesha/orchestra	Assistant output can spoof reserved background completion and role-control text	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260823T184022.117286Z-932a1c36bab24b0fbda1f92831ec5ec1.md	2026-08-23T18:40:22.117286Z	Orchestra-orchestrator	/home/kesha/orchestra	Nested squash merge creates phantom WIP and blocks child archive	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260823T221708.083285Z-233b1c5b6fbb45288cb333fb4504cf50.md	2026-08-23T22:17:08.083285Z	fix-send-message-receipt	/home/kesha/orchestra	merge_worker blocks vertical TDD slice on intentionally RED future-ticket tests	merge_red_oracle	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260816T120059.165114Z-bff0d3b9ff6c4bd1ac672d772f0a1a31.md
20260824T054619.639291Z-7619ec319f8947a989c62ac7e458439e.md	2026-08-24T05:46:19.639291Z	Orchestra-orchestrator	/home/kesha/orchestra	304 /api/sessions sends JSON null body and triggers Content-Length protocol erro	sessions_304_protocol	no	evidence/current-main-checks.txt: routes/sessions.py emits empty Response(status_code=304)	20260823T113807.242155Z-fb062ed484aa4f008edfc8dfebbe3020.md
20260824T163301.665412Z-ceb09def56054cd6b1dcaa088ce89361.md	2026-08-24T16:33:01.665412Z	Orchestra-orchestrator	/home/kesha/orchestra	FAILED_BEFORE_SUBMIT receipt head permanently blocks later queued direct message	failed_head_delivery	no	evidence/current-main-checks.txt: message_deliveries.py includes FAILED_BEFORE_SUBMIT in terminal states	
20260825T073454.560463Z-e175dd233d55499fb54702d0ac70e652.md	2026-08-25T07:34:54.560463Z	seedon-orchestrator	/home/kesha/projects/seedon	Task Manager /api/tm/tasks hangs while other Orchestra MCP tools remain healthy	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260825T095925.807623Z-a0bae724601c4c238386e5965a46e323.md	2026-08-25T09:59:25.807623Z	katya-work-orchestrator	/home/kesha/katya-work	merge_worker: POST_COMMIT_PARTIAL на каждом мерже — NameError: name 'auto_deduct	merge_post_commit_nameerror	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260825T112301.134749Z-e57e55dca2c34b1090e8d13b90711719.md	2026-08-25T11:23:01.134749Z	legal-docs-update	/home/kesha/katya-work	merge_worker: POST_COMMIT_PARTIAL из-за NameError auto_deduct_prepayment — git п	merge_post_commit_nameerror	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260825T095925.807623Z-a0bae724601c4c238386e5965a46e323.md
20260825T152604.555871Z-3d015f910e1045c4a8325f6cd42df306.md	2026-08-25T15:26:04.555871Z	seedon-orchestrator	/home/kesha/projects/seedon	merge_worker: NameError 'auto_deduct_prepayment' роняет пост-коммитную финализац	merge_worker_other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T094255.624000Z-fd25760c67df4f1a9987191a91e2115d.md
20260825T154149.123578Z-50159eb92bc1427a86bc57d3c43186d4.md	2026-08-25T15:41:49.123578Z	Orchestra-orchestrator	/home/kesha/orchestra	После рестарта усыновлённая Codex-сессия числится idle, но не принимает сообщени	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260825T154210.288505Z-397233d89dee4e499eb89a299b71c67a.md	2026-08-25T15:42:10.288505Z	Orchestra-orchestrator	/home/kesha/orchestra	Рестарт сервиса убивает MCP-канал живой оркестраторской сессии: все mcp__orchest	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260825T191841.389443Z-f5c155f4495d459e92c7b41d0c659da2.md	2026-08-25T19:18:41.389443Z	katya-work-orchestrator	/home/kesha/katya-work	spawn_worker: воркер создан и принимает сообщения, но ни один ход не запускается	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
